id,mark,model,year,mileage,body_type,color,engine_vol,fuel,gearbox,cleared,price
285,Mercedes-Benz,220,2008,193000,Universal,Black,2,Diesel,Automatic,1.0,13500
286,Mazda,Rx-8,2004,80500,Coupe,Gray,1300,Petrol,Mechanical,1.0,5900
287,Volkswagen,Passat Sedan,2014,119000,Sedan,Gray,1800,Petrol,Automatic,1.0,12000
288,Opel,Astra,2009,260,Universal,Silver,1668,Diesel,Mechanical,1.0,6650
289,Toyota,Avensis,2003,294000,Sedan,Gray,1800,Gas / petrol,Mechanical,1.0,6900
290,Ford,Granada,1983,100000,Sedan,Blue,1600,Petrol,Mechanical,1.0,1200
291,Renault,Duster,2018,1,SUV / Crossover,Brown,1600,Gas / petrol,Mechanical,1.0,15307
292,UAZ,Другая,1981,0,Other,Green,27,Petrol,Mechanical,1.0,2500
293,Opel,Omega,1998,0,Sedan,Gray,2,Gas / petrol,Automatic,1.0,384
294,Mazda,5,2006,231000,Minivan,Turquoise,2000,Diesel,Mechanical,1.0,6730
295,Opel,Antara,2008,250,SUV / Crossover,Bronze,2000,Diesel,Mechanical,1.0,11300
296,Mercedes-Benz,E серия,2002,310,Sedan,Blue,2200,Diesel,Tiptronic,1.0,7999
297,GAZ,3110,1998,100,Sedan,White,2400,Gas / petrol,Mechanical,1.0,1600
298,Volkswagen,Caddy,2013,138000,Passenger van (up to 1.5 tons),White,20,Diesel,Mechanical,1.0,11500
299,VAZ,21121,2006,169000,Hatchback,Gray,1600,Petrol,Mechanical,1.0,2700
300,VAZ,2109,1990,81603,Hatchback,Gray,1500,Petrol,Mechanical,1.0,1100
301,Mercedes-Benz,CLK серия,2002,241000,Coupe,Black,5,Gas / petrol,Automatic,1.0,10100
302,ZAZ,Forza,2013,87000,Hatchback,White,1500,Petrol,Mechanical,1.0,4100
303,ZAZ,965,1974,0,Hatchback,Blue,746,Petrol,Mechanical,1.0,2307
304,Volkswagen,Passat Variant,2010,260000,Universal,Black,2000,Diesel,Tiptronic,1.0,9100
305,Toyota,Lite Ace,2003,180,SUV / Crossover,Gray,3000,Diesel,Automatic,1.0,15100
306,Opel,Kadett,1986,100000,Universal,Green,1600,Diesel,Mechanical,1.0,1800
307,Ford,Sierra,1983,0,Hatchback,Red,2000,Gas / petrol,Mechanical,1.0,1300
308,Volkswagen,Passat Variant,1998,0,Universal,Red,1900,Diesel,Mechanical,0.0,1000
309,Opel,Astra,1998,161,Universal,Gray,1600,Gas / petrol,Mechanical,1.0,4650
310,Peugeot,207,2008,141,Hatchback,Red,1400,Gas / petrol,Mechanical,1.0,5600
311,Toyota,RAV 4,2005,230000,SUV / Crossover,Silver,2000,Diesel,Mechanical,1.0,0
312,VAZ,2105,1986,0,Sedan,White,1600,Gas / petrol,Mechanical,1.0,923
313,Nissan,Maxima,1995,270000,Sedan,Blue,2000,Petrol,Mechanical,1.0,3800
314,Kia,Sedona,2015,0,Universal,Cherry,1600,Diesel,Mechanical,1.0,7011
315,VAZ,2111,2011,71000,Universal,Silver,1600,Petrol,Mechanical,1.0,3450
316,Mercedes-Benz,E серия,2011,226,Universal,Black,2987,Diesel,Automatic,1.0,17300
317,Ford,C-MAX,2012,188,Minivan,Blue,16,Diesel,Mechanical,1.0,9900
318,VAZ,2115,2008,202000,Sedan,Silver,1600,Gas / petrol,Mechanical,1.0,3100
319,VAZ,2108,1991,20,Hatchback,Black,1599,Petrol,Mechanical,1.0,1900
320,Opel,Zafira,2007,201000,Universal,Silver,1900,Diesel,Mechanical,1.0,5500
321,Renault,Trafic,2008,270000,Minivan,Gray,2000,Diesel,Mechanical,0.0,3300
322,Peugeot,Expert,2007,226541,Passenger van (up to 1.5 tons),White,2,Diesel,Mechanical,1.0,7700
323,Volkswagen,Polo,2000,300000,Hatchback,Black,1400,Diesel,Mechanical,0.0,1199
324,BMW,5 серия,1997,170000,Sedan,Cherry,1991,Petrol,Mechanical,0.0,3950
325,Mercedes-Benz,S серия,2000,400,Sedan,Black,5,Gas / petrol,Automatic,1.0,7499
326,Mazda,3,2008,125000,Sedan,Golden,1600,Gas / petrol,Automatic,1.0,6100
327,Audi,A6,1998,328,Universal,Silver,2500,Diesel,Automatic,0.0,1200
328,Opel,Vectra,1991,321000,Hatchback,Red,1600,Gas / petrol,Mechanical,1.0,1400
329,Nissan,Laurel,1986,0,Sedan,Silver,2400,Gas / petrol,Mechanical,1.0,2200
330,Volkswagen,Transporter,2001,244,Minivan,White,2500,Diesel,Mechanical,1.0,6950
331,Renault,Megane,2004,147000,Hatchback,Black,1398,Petrol,Mechanical,1.0,5200
332,Toyota,Land Cruiser Prado 120,2007,222000,SUV / Crossover,Black,4000,Gas / petrol,Automatic,1.0,22000
333,Mercedes-Benz,Vito,2008,0,Minivan,White,2148,Diesel,Mechanical,1.0,9000
334,Renault,Kangoo Express,2013,115000,Passenger van (up to 1.5 tons),White,1461,Diesel,Mechanical,1.0,6500
335,Nissan,Leaf,2014,61,Hatchback,Black,1,Electro,Automatic,1.0,12100
336,Volkswagen,Golf,2012,200,Universal,Silver,1600,Diesel,Mechanical,1.0,10500
337,BMW,3 серия,2014,179000,Sedan,Brown,2000,Diesel,Automatic,1.0,17500
338,VAZ,2109,1988,200000,Sedan,White,13,Petrol,Mechanical,1.0,1250
339,VAZ,21063,1985,28000,Sedan,Red,13,Petrol,Mechanical,1.0,950
340,Volvo,S40,2006,255000,Sedan,Gray,1800,Gas / petrol,Mechanical,1.0,7100
341,Chery,Другая,2014,67000,Sedan,Brown,15,Petrol,Mechanical,1.0,5600
342,Renault,Scenic,1997,305700,Minivan,Blue,1600,Gas / petrol,Mechanical,0.0,400
343,Opel,Vectra,2000,0,Sedan,Silver,1800,Gas / petrol,Mechanical,1.0,550
344,Hyundai,i30,2012,97000,Universal,Silver,1600,Diesel,Mechanical,1.0,8999
345,BMW,3 серия,1985,250000,Sedan,Beige,1800,Gas / petrol,Mechanical,1.0,2500
346,VAZ,2110,2002,215000,Sedan,Green,1600,Gas / petrol,Mechanical,1.0,3030
347,VAZ,2106,1986,25000,Sedan,Blue,1600,Petrol,Mechanical,1.0,769
348,Honda,Civic,2015,36832,Sedan,White,1800,Petrol,Automatic,1.0,7300
349,Fiat,Regata,1989,0,Universal,Blue,1900,Diesel,Mechanical,1.0,900
350,ZAZ,1102,1993,0,Hatchback,White,1100,Petrol,Mechanical,1.0,500
351,Peugeot,308,2016,190000,Universal,Silver,1600,Diesel,Automatic,1.0,496
352,Nissan,Almera Classic,2012,70000,Sedan,Beige,1600,Petrol,Mechanical,1.0,7777
353,VAZ,2105,1992,14300,Sedan,Blue,1200,Petrol,Mechanical,1.0,884
354,Ford,Mondeo,1999,0,Hatchback,Gray,1200,Petrol,Mechanical,0.0,550
355,,Benni,2008,126000,Hatchback,Black,1300,Petrol,Mechanical,1.0,2600
356,Honda,CR-V,2010,198000,SUV / Crossover,Black,22,Diesel,Automatic,1.0,14999
357,Audi,A4,2002,277,Universal,Blue,19,Diesel,Mechanical,0.0,2300
358,Ford,Tourneo Connect,2004,182000,Minivan,Gray,1800,Gas / petrol,Mechanical,1.0,7950
359,Opel,Astra,1999,325000,Sedan,Silver,1600,Petrol,Automatic,0.0,1800
360,Volkswagen,Jetta,2016,90000,Sedan,Black,1400,Petrol,Automatic,1.0,12900
361,Renault,Megane,1999,320,Universal,Gray,1600,Petrol,Mechanical,0.0,600
362,Volkswagen,Golf,1993,245000,Hatchback,Cherry,19,Diesel,Mechanical,1.0,3850
363,VAZ,2101,1974,0,Sedan,Gray,1300,Petrol,Mechanical,1.0,0
364,Opel,Senator,1986,7812,Sedan,Silver,22,Petrol,Mechanical,1.0,1550
365,Volkswagen,Golf,2008,142000,Hatchback,Blue,1900,Diesel,Mechanical,1.0,9499
366,Kia,Sportage,2015,0,Universal,Bronze,2000,Diesel,Mechanical,1.0,10280
367,VAZ,2106,1998,100000,Sedan,White,1600,Gas / petrol,Mechanical,1.0,1000
368,Volkswagen,Golf,1995,0,Universal,Blue,1900,Diesel,Mechanical,0.0,1000
369,Opel,Insignia,2014,118000,Universal,White,2000,Diesel,Mechanical,1.0,15807
370,Toyota,Camry,2017,5,Sedan,Silver,25,Petrol,Automatic,1.0,18499
371,Opel,Vectra,1991,34055,Sedan,Gray,1600,Gas / petrol,Mechanical,1.0,2300
372,ZAZ,1103 Slavuta,2004,86,Hatchback,Red,1200,Petrol,Mechanical,1.0,1650
373,Audi,80,1991,220000,Sedan,Red,1800,Gas / petrol,Mechanical,1.0,2200
374,Opel,Vectra,2004,220000,Sedan,Blue,2200,Petrol,Mechanical,0.0,2500
375,VAZ,2109,2005,200,Hatchback,Silver,1500,Gas / petrol,Automatic,1.0,2600
376,Other,,2014,124550,Universal,Turquoise,3000,Petrol,Automatic,1.0,800
377,Mercedes-Benz,Sprinter,1998,800000,Passenger van (up to 1.5 tons),White,2300,Diesel,Mechanical,1.0,4500
378,Fiat,Doblo,2006,200000,Minivan,Red,1600,Gas / petrol,Mechanical,1.0,6300
379,Skoda,Octavia,2015,182000,Universal,Silver,2000,Diesel,Mechanical,1.0,14900
380,VAZ,2107,2001,100,Sedan,Black,150,Gas / petrol,Mechanical,1.0,1200
381,Mazda,Premacy,1999,0,Minivan,Red,1840,Petrol,Mechanical,0.0,1900
382,Kia,Sorento,2014,110000,SUV / Crossover,Chameleon,2400,Petrol,Automatic,1.0,19300
383,Ford,Focus,2012,150000,Sedan,Brown,1600,Gas / petrol,Automatic,1.0,10000
384,Volkswagen,Passat Variant,2010,260000,Universal,Black,2000,Diesel,Tiptronic,1.0,9100
385,Mitsubishi,Lancer,2011,122000,Sedan,Asphalt,2000,Gas / petrol,Mechanical,1.0,8499
386,VAZ,Другая,1990,0,Hatchback,White,1479,Petrol,Mechanical,1.0,461
387,Honda,HR-V,2000,0,SUV / Crossover,Blue,1590,Petrol,Mechanical,1.0,5150
388,Renault,Kangoo Express,1999,0,Pickup,White,1200,Gas / petrol,Mechanical,1.0,1200
389,Moskvich/AZLK,412,1988,10000,Sedan,Green,1500,Petrol,Mechanical,1.0,288
390,Ford,Escort,1997,0,Sedan,Black,1006,Gas / petrol,Mechanical,1.0,2700
391,Peugeot,Другая,0,0,,,0,,,,0
392,Opel,Astra,2004,220000,Hatchback,Silver,1700,Diesel,Mechanical,1.0,5250
393,Acura,ILX,2018,6470,Sedan,Gray,2398,Petrol,Automatic,1.0,18000
394,Toyota,Camry,2008,100000,Sedan,Silver,3500,Petrol,Automatic,1.0,11000
395,Geely,Emgrand,2015,0,SUV / Crossover,Asphalt,1800,Diesel,Mechanical,1.0,6511
396,Volkswagen,Transporter,1986,0,Passenger van (up to 1.5 tons),Red,1600,Diesel,Mechanical,1.0,1346
397,Ford,Mondeo,1993,306000,Hatchback,Green,1988,Petrol,Mechanical,1.0,3000
398,BMW,3 серия,1985,0,Sedan,Gray,3000,Gas / petrol,Mechanical,1.0,4700
399,Audi,A6,2002,300000,Sedan,Black,2496,Diesel,Automatic,0.0,1500
400,BMW,3 серия,1995,0,Sedan,Cherry,1800,Petrol,Automatic,1.0,4000
401,VAZ,2115,2007,0,Sedan,Black,16,Gas / petrol,Mechanical,1.0,1788
402,Mitsubishi,Outlander,2005,340000,SUV / Crossover,Asphalt,2400,Gas / petrol,Automatic,1.0,7500
403,BMW,3 серия,1995,350000,Sedan,Blue,1600,Gas / petrol,Mechanical,1.0,3900
404,ZAZ,1102,1992,73000,Hatchback,White,1100,Petrol,Mechanical,1.0,650
405,Volkswagen,Transporter,1999,0,Minivan,White,2400,Diesel,Mechanical,1.0,6200
406,GAZ,3102,1999,0,Sedan,Black,24,Gas / petrol,Mechanical,1.0,900
407,BMW,3 серия,2002,290000,Hatchback,Blue,2,Diesel,Mechanical,0.0,39316
408,Volkswagen,Passat CC,2012,170,Sedan,White,2,Petrol,Automatic,1.0,11700
409,Volkswagen,Beetle,2012,83000,Coupe,Blue,2500,Petrol,Automatic,1.0,11900
410,Fiat,Croma,1988,0,Hatchback,Silver,2000,Gas / petrol,Mechanical,1.0,2100
411,Smart,Fortwo,2001,145,Hatchback,Black,1,Petrol,Automatic,0.0,3500
412,Nissan,Murano,2008,175000,SUV / Crossover,Black,3500,Gas / petrol,Automatic,1.0,10200
413,Audi,A4,1999,280000,Sedan,Blue,1900,Diesel,Mechanical,1.0,6400
414,Skoda,Octavia,2009,140520,Liftback,Silver,2000,Petrol,Mechanical,1.0,7500
415,Volkswagen,Sharan,2005,206000,Minivan,Gray,1896,Diesel,Mechanical,1.0,7500
416,Mercedes-Benz,S серия,2007,0,Sedan,Black,3200,Diesel,Automatic,1.0,18500
417,Opel,Insignia,2010,178000,Hatchback,Asphalt,2,Diesel,Mechanical,1.0,11500
418,VAZ,2106,1989,59000,Sedan,White,1300,Petrol,Mechanical,1.0,1357
419,Fiat,Ulysse,2000,202000,Minivan,Blue,2000,Diesel,Mechanical,0.0,2050
420,Kia,Sorento,2004,199000,SUV / Crossover,Cherry,2500,Diesel,Automatic,1.0,7300
421,VAZ,2101,1974,81284,Sedan,White,1500,Petrol,Mechanical,1.0,615
422,GAZ,2752 Соболь,2003,1000,Passenger van (up to 1.5 tons),White,2200,Gas / petrol,Mechanical,1.0,1800
423,BMW,3 серия,2000,280000,Sedan,Gray,2926,Diesel,Mechanical,1.0,6800
424,Mercedes-Benz,E серия,2012,230000,Universal,Black,2200,Diesel,Automatic,1.0,16222
425,Ford,Focus,2014,42000,Hatchback,White,1,Petrol,Mechanical,1.0,10999
426,VAZ,1118 Kalina Седан,2007,0,Sedan,Red,1600,Gas / petrol,Mechanical,1.0,2700
427,GAZ,31105,2004,172000,Sedan,Beige,2285,Petrol,Mechanical,1.0,2500
428,Volkswagen,Vento,1992,235000,Sedan,Red,2000,Gas / petrol,Mechanical,1.0,1800
429,Mercedes-Benz,W124,1992,310000,Sedan,Blue,1998,Petrol,Automatic,1.0,5000
430,VAZ,2110,2001,259000,Sedan,Blue,1500,Gas / petrol,Mechanical,1.0,2365
431,ZAZ,1102,2004,153000,Hatchback,Gray,12,Petrol,Mechanical,1.0,1200
432,,Town Car,2000,162000,Limousine,White,4600,Gas / petrol,Automatic,0.0,3999
433,Audi,A4,2005,251000,Universal,Gray,1968,Diesel,Mechanical,1.0,8000
434,Skoda,Octavia,2011,168000,Universal,Black,1200,Petrol,Mechanical,1.0,9000
435,Toyota,Camry,2007,200000,Limousine,Black,2400,Gas / petrol,Automatic,1.0,10249
436,Peugeot,Другая,2015,153565,Hatchback,White,1200,Petrol,Mechanical,1.0,9200
437,Mercedes-Benz,E серия,2003,370,Sedan,Black,2700,Diesel,Automatic,1.0,7500
438,VAZ,21104,1986,0,Sedan,Green,2,Gas / petrol,Mechanical,1.0,499
439,Volkswagen,Passat Variant,2002,330,Universal,Silver,1900,Diesel,Mechanical,1.0,6500
440,Mitsubishi,Lancer,1989,350,Hatchback,Red,1500,Gas / petrol,Mechanical,1.0,1700
441,BMW,5 серия,1998,255555,Sedan,Matt,2500,Gas / petrol,Mechanical,1.0,7777
442,Skoda,Fabia,2008,107000,Hatchback,Silver,1200,Petrol,Mechanical,1.0,6000
443,Hyundai,Coupe,2008,96000,Coupe,Red,1998,Petrol,Tiptronic,1.0,8800
444,ZAZ,Forza,2011,160000,Hatchback,Yellow,15,Petrol,Mechanical,1.0,3650
445,VAZ,2110,2006,0,Sedan,Silver,1600,Petrol,Mechanical,1.0,1600
446,Audi,A6,2000,360000,Universal,Gray,2500,Diesel,Tiptronic,1.0,5100
447,Ford,Escort,1999,0,Universal,Silver,1600,Other,Mechanical,1.0,2000
448,Volkswagen,Tiguan,2011,88,SUV / Crossover,White,1400,Petrol,Mechanical,1.0,13000
449,VAZ,2109,2005,200,Hatchback,Silver,1500,Gas / petrol,Mechanical,1.0,2600
450,Mazda,3,2007,150,Hatchback,Golden,116,Gas / petrol,Automatic,1.0,7800
451,Volvo,440 K,1987,200000,Sedan,Black,17,Petrol,Mechanical,1.0,1200
452,Audi,A4,1996,336000,Sedan,Green,1800,Gas / petrol,Mechanical,1.0,4700
453,Audi,A6,2002,300000,Universal,Blue,2500,Diesel,Automatic,1.0,6000
454,Toyota,Camry,2017,19000,Sedan,Black,2500,Gas / petrol,Automatic,1.0,22799
455,Opel,Movano,2006,420000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,8900
456,Skoda,Octavia,2006,189000,Liftback,Green,1600,Gas / petrol,Mechanical,1.0,6500
457,Volkswagen,Golf,1999,450,Universal,Gray,1900,Diesel,Mechanical,0.0,1500
458,Audi,TT,2008,150000,Coupe,Asphalt,2000,Petrol,Automatic,1.0,15500
459,VAZ,1117 Kalina Универсал,2009,118000,Universal,Gray,1400,Petrol,Mechanical,1.0,3500
460,Opel,Vectra,1997,180000,Sedan,Gray,1800,Petrol,Mechanical,0.0,500
461,Mercedes-Benz,Vito,2002,180000,Passenger van (up to 1.5 tons),Silver,2200,Diesel,Automatic,1.0,8000
462,Volkswagen,Passat Sedan,2012,135000,Sedan,Gray,25,Petrol,Automatic,1.0,7600
463,BMW,5 серия,1997,305000,Sedan,Blue,2500,Diesel,Mechanical,1.0,6200
464,VAZ,21099,2002,184000,Sedan,Green,1500,Gas / petrol,Mechanical,1.0,2650
465,Citroen,C4,2015,0,Universal,Cherry,1200,Diesel,Mechanical,1.0,7269
466,Chevrolet,Aveo,2006,280000,Hatchback,Silver,1500,Gas / petrol,Mechanical,1.0,4300
467,Ford,Focus,2006,240000,Hatchback,Blue,2,Diesel,Mechanical,1.0,6100
468,Renault,Kangoo Passenger,2005,265000,Minivan,White,1500,Diesel,Mechanical,1.0,4800
469,Opel,Omega,1999,349000,Sedan,Blue,25,Petrol,Automatic,1.0,3500
470,Mazda,6,2003,200000,Universal,Asphalt,2000,Diesel,Mechanical,0.0,1700
471,Mercedes-Benz,200,1999,300000,Coupe,Black,2000,Petrol,Mechanical,1.0,4700
472,Nissan,Primera,2002,83,Hatchback,Green,2000,Gas / petrol,Mechanical,1.0,4650
473,Volkswagen,Golf,1998,245000,Hatchback,Orange,1600,Gas / petrol,Mechanical,0.0,39316
474,VAZ,2121,1992,100000,SUV / Crossover,White,1600,Petrol,Mechanical,1.0,1700
475,Honda,Civic,2000,400000,Universal,White,2,Petrol,Automatic,1.0,4000
476,Ford,Sierra,1987,98000,Sedan,Gray,2000,Gas / petrol,Mechanical,1.0,0
477,Hyundai,Sonata,2003,188,Sedan,Black,2000,Gas / petrol,Automatic,1.0,4200
478,Renault,Kangoo Express,2012,160000,Passenger van (up to 1.5 tons),White,1500,Diesel,Mechanical,1.0,6000
479,Chery,Elara,2008,240000,Sedan,Blue,2000,Gas / petrol,Mechanical,1.0,2900
480,VAZ,2101,1978,0,Sedan,Red,1100,Petrol,Mechanical,1.0,350
481,Mercedes-Benz,Viano,2012,180,Minivan,Gray,2200,Diesel,Tiptronic,1.0,25700
482,Ford,Contour,1998,311000,Sedan,Golden,2,Petrol,Automatic,1.0,2300
483,Mazda,CX-7,2008,147,SUV / Crossover,Silver,2300,Petrol,Automatic,1.0,7800
484,Smart,Fortwo,2004,165000,Coupe,Black,700,Petrol,Automatic,1.0,3700
485,Volkswagen,Transporter,2004,320000,Minivan,White,2500,Diesel,Mechanical,1.0,6100
486,VAZ,2106,1977,0,Sedan,Red,1600,Gas / petrol,Mechanical,1.0,730
487,Mazda,6,2004,2300,Universal,Blue,2000,Diesel,Mechanical,0.0,637
488,Nissan,Juke,2013,182,SUV / Crossover,Red,15,Diesel,Mechanical,1.0,13300
489,Renault,Megane,2013,170,Universal,Gray,5,Diesel,Adaptive,1.0,9500
490,Opel,Zafira,2006,175000,Minivan,Silver,16,Gas / petrol,Mechanical,0.0,5700
491,Renault,Trafic,2005,280000,Minivan,White,1900,Diesel,Mechanical,1.0,10000
492,VAZ,2105,1992,10,Sedan,Red,1500,Petrol,Mechanical,1.0,1250
493,Audi,80,1990,16200,Sedan,Red,1800,Petrol,Mechanical,1.0,2050
494,Mitsubishi,Outlander,2004,150000,SUV / Crossover,Blue,2400,Gas / petrol,Automatic,0.0,3400
495,Nissan,Primera,2004,205000,Hatchback,Gray,1900,Diesel,Mechanical,0.0,3000
496,Renault,Espace,1998,360000,Minivan,Blue,2200,Diesel,Mechanical,0.0,1000
497,Audi,A6,2016,20000,Sedan,Gray,2000,Petrol,Automatic,1.0,33900
498,Mazda,Mx-3,1993,347000,Coupe,Green,1600,Gas / petrol,Mechanical,1.0,2500
499,ZAZ,1103 Slavuta,2004,18161,Hatchback,Blue,1300,Petrol,Mechanical,1.0,1730
500,ZAZ,Lanos,2018,0,Pickup,White,1499,Gas / petrol,Mechanical,1.0,9230
501,Skoda,Rapid,2015,0,Universal,Turquoise,1600,Diesel,Mechanical,1.0,7626
502,BMW,3 серия,2015,0,Sedan,Black,2,Petrol,Automatic,1.0,10200
503,Mercedes-Benz,E серия,1994,360000,Sedan,Gray,2800,Gas / petrol,Automatic,1.0,2700
504,Mazda,Xedos 9,2002,230000,Sedan,Gray,2500,Gas / petrol,Automatic,1.0,5769
505,Volkswagen,Caddy,2010,250,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,10000
506,Dacia,Другая,2013,189,Minivan,Blue,15,Diesel,Mechanical,1.0,8300
507,Nissan,Leaf,2014,33856,Hatchback,Black,1,Electro,Automatic,1.0,12500
508,Kia,Sorento,2004,245000,SUV / Crossover,Gray,2500,Diesel,Mechanical,1.0,7999
509,Renault,Duster,2018,1,SUV / Crossover,Asphalt,1600,Gas / petrol,Mechanical,1.0,15461
510,VAZ,1117 Kalina Универсал,2018,1,Universal,Cherry,1600,Gas / petrol,Mechanical,1.0,9807
511,VAZ,21099,2000,200321,Sedan,Blue,15,Gas / petrol,Mechanical,1.0,2076
512,Volkswagen,Passat Sedan,2015,45,Sedan,Silver,2500,Petrol,Automatic,1.0,9600
513,Nissan,Leaf,2018,0,Hatchback,Black,40,Electro,Variator,1.0,32000
514,,J5,2018,1,SUV / Crossover,White,1600,Gas / petrol,Mechanical,1.0,11153
515,Moskvich/AZLK,2140,1983,0,Sedan,Beige,1500,Petrol,Mechanical,1.0,384
516,Opel,Astra,2004,350000,Universal,Blue,1700,Diesel,Mechanical,1.0,5700
517,Chevrolet,Volt,2012,51,Hatchback,White,1400,Electro,Automatic,1.0,13300
518,VAZ,2103,1980,0,Sedan,Red,1300,Petrol,Mechanical,1.0,0
519,VAZ,2104,1988,80000,Universal,Golden,1500,Petrol,Mechanical,1.0,750
520,Skoda,Octavia,2002,0,Hatchback,Silver,19,Diesel,Mechanical,0.0,1500
521,Opel,Vivaro,2010,190,Coupe,Silver,2000,Diesel,Mechanical,1.0,9000
522,Volkswagen,Passat Sedan,2012,55,Sedan,White,2500,Petrol,Automatic,1.0,11900
523,BMW,3 серия,1996,0,Universal,Violet,1800,Gas / petrol,Mechanical,0.0,800
524,Mercedes-Benz,240,1984,100000,Universal,White,2400,Diesel,Mechanical,1.0,1923
525,VAZ,2110,2003,447000,Sedan,Brown,1500,Gas / petrol,Mechanical,1.0,2600
526,Volkswagen,Polo,2012,0,Hatchback,White,1200,Diesel,Mechanical,1.0,8900
527,Ford,Fusion (USA),2014,0,Sedan,Black,1500,Petrol,Automatic,1.0,9999
528,Skoda,Octavia,2006,280000,Liftback,Gray,1900,Diesel,Mechanical,1.0,6000
529,Opel,Vectra,1998,230000,Universal,Violet,20,Diesel,Mechanical,0.0,700
530,Opel,Zafira,2008,258000,Universal,Red,1910,Diesel,Mechanical,1.0,7700
531,Renault,Trafic,2014,0,Universal,Asphalt,1500,Diesel,Mechanical,1.0,7626
532,Ford,Mondeo,2006,258000,Universal,Gray,2000,Diesel,Mechanical,1.0,5600
533,BMW,X1,2012,77000,SUV / Crossover,White,2,Diesel,Automatic,1.0,17900
534,VAZ,2101,1980,0,Sedan,Yellow,1300,Petrol,Mechanical,1.0,596
535,Volkswagen,Passat Variant,2011,192,Universal,Black,2,Diesel,Mechanical,1.0,11700
536,BMW,3 серия,2002,288000,Universal,Silver,2000,Diesel,Mechanical,1.0,6400
537,,969М,1982,47415,SUV / Crossover,Red,1200,Petrol,Mechanical,1.0,800
538,Volkswagen,Polo,2010,145000,Hatchback,White,1200,Petrol,Mechanical,1.0,6800
539,Chery,QQ6 (S21),2008,45000,Liftback,Silver,1300,Petrol,Mechanical,1.0,3500
540,VAZ,2111,2007,189000,Universal,Black,1600,Gas / petrol,Mechanical,1.0,3900
541,Audi,80,1988,0,Sedan,White,18,Gas / petrol,Mechanical,1.0,2800
542,VAZ,2172 Priora Хэтчбек,2008,157000,Hatchback,Gray,1600,Gas / petrol,Mechanical,1.0,4200
543,Skoda,Fabia,2011,189822,Universal,Black,1200,Diesel,Mechanical,1.0,7000
544,VAZ,2101,1989,130000,Universal,Blue,1300,Petrol,Mechanical,1.0,384
545,Opel,Vectra,1997,0,Universal,White,1995,Diesel,Mechanical,0.0,400
546,VAZ,2109,1992,64000,Hatchback,White,1500,Petrol,Mechanical,1.0,1000
547,VAZ,2110,2006,148000,Sedan,Green,1600,Gas / petrol,Mechanical,1.0,1680
548,VAZ,2103,1980,0,Sedan,Red,1300,Petrol,Mechanical,1.0,961
549,Hyundai,Sonata,2008,0,Sedan,Gray,1998,Petrol,Mechanical,1.0,3000
550,Nissan,Leaf,2015,65200,Hatchback,White,1,Electro,Automatic,1.0,16000
551,BMW,5 серия,2000,360000,Sedan,Black,3,Diesel,Tiptronic,0.0,2400
552,Volkswagen,Bora,2000,200000,Sedan,Red,1600,Petrol,Automatic,1.0,5550
553,Peugeot,207,2011,204000,Universal,Black,1600,Petrol,Mechanical,1.0,7900
554,GAZ,24,1974,111,Sedan,Green,24,Petrol,Mechanical,1.0,650
555,Nissan,Leaf,2014,86000,Hatchback,Black,1,Electro,Variator,1.0,12999
556,Ford,Focus,2003,0,Universal,Silver,1800,Diesel,Mechanical,0.0,1500
557,Opel,Vivaro,2008,270000,Passenger van (up to 1.5 tons),Turquoise,19,Diesel,Mechanical,1.0,0
558,Renault,Megane,2011,163000,Universal,Blue,15,Diesel,Mechanical,1.0,7350
559,BMW,3 серия,2006,311000,Universal,Asphalt,2000,Diesel,Mechanical,1.0,8400
560,ZAZ,1103 Slavuta,2004,42000,Hatchback,Blue,1200,Petrol,Mechanical,1.0,900
561,Mercedes-Benz,GL серия,2007,227000,SUV / Crossover,Black,4700,Gas / petrol,Automatic,1.0,15800
562,Hyundai,Accent,2001,0,Sedan,Silver,1596,Gas / petrol,Automatic,1.0,3500
563,BMW,3 серия,2000,300000,Sedan,Silver,1800,Gas / petrol,Mechanical,1.0,4000
564,BMW,5 серия,1991,200000,Sedan,White,2000,Petrol,Mechanical,1.0,3269
565,Kia,Sportage,2008,191,SUV / Crossover,Black,2000,Diesel,Mechanical,1.0,9000
566,Fiat,Scudo,2000,380000,Passenger van (up to 1.5 tons),White,1900,Diesel,Mechanical,1.0,3500
567,Nissan,Leaf,2014,60,Hatchback,Black,1,Electro,Automatic,1.0,12999
568,Opel,Vectra,1999,300000,Sedan,Blue,2,Diesel,Mechanical,1.0,5000
569,Volkswagen,Caddy,2005,320000,Minivan,Red,2000,Diesel,Mechanical,0.0,2099
570,Audi,A6,2000,380000,Universal,Blue,2500,Diesel,Mechanical,1.0,7200
571,Opel,Kadett,1986,123000,Sedan,Beige,1600,Diesel,Mechanical,1.0,2200
572,Chevrolet,Aveo,2005,230,Sedan,Gray,1500,Gas / petrol,Mechanical,1.0,3040
573,Mazda,3,2007,0,Coupe,Silver,1600,Petrol,Mechanical,1.0,7600
574,Audi,A6,2003,247000,Universal,Gray,2500,Diesel,Mechanical,1.0,6999
575,ZAZ,Таврия,1990,170000,Sedan,White,1200,Gas / petrol,Mechanical,1.0,550
